Region,Market,Store,Trade Date,Fiscal Period,Model,Line Of Business,Day Category,Revenue ,Units Sold ,Transaction Category
South South,Cross River,Bakassi,19-Aug-14,2015-05,4500C,Service Plan,WorkDay,14160480,84,High
South South,Cross River,Bakassi,21-Aug-14,2015-05,3002P,Service Plan,WorkDay,9334680,25,Medium
South South,Cross River,Bakassi,22-Aug-14,2015-05,5001P,Service Plan,WorkDay,548880,1,Low
South South,Cross River,Bakassi,25-Aug-14,2015-05,5001C,Service Plan,WorkDay,207240,2,Low
South South,Cross River,Bakassi,29-Aug-14,2015-05,3002C,Parts,WorkDay,44520,27,Medium
South South,Cross River,Bakassi,31-Aug-14,2015-05,4055T,Parts,WorkDay,368880,46,Medium
South South,Cross River,Bekwarra,3-Aug-14,2015-05,3002P,Service Plan,WorkDay,12600120,41,Medium
South South,Cross River,Bekwarra,4-Aug-14,2015-05,5001P,Service Plan,WorkDay,1122960,6,Low
South South,Cross River,Bekwarra,12-Aug-14,2015-05,2500C,Copier Sale,WorkDay,2187240,6,Low
South South,Cross River,Bekwarra,18-Aug-14,2015-05,3002C,Parts,WorkDay,162960,16,Low
South South,Cross River,Bekwarra,20-Aug-14,2015-05,5001C,Service Plan,WorkDay,319080,2,Low
South South,Cross River,Bekwarra,22-Aug-14,2015-05,3002P,Parts,WorkDay,46560,11,Low
South South,Cross River,Bekwarra,23-Aug-14,2015-05,3002C,Service Plan,WorkDay,2388360,15,Low
South South,Cross River,Bekwarra,23-Aug-14,2015-05,4500P,Service Plan,WorkDay,139440,45,Medium
South South,Cross River,Bekwarra,24-Aug-14,2015-05,2500P,Printer Sale,WorkDay,1248840,2,Low
South South,Cross River,Bekwarra,28-Aug-14,2015-05,4500C,Service Plan,WorkDay,8334240,50,Medium
South South,Cross River,Bekwarra,28-Aug-14,2015-05,5001C,Parts,WorkDay,497040,59,High
South South,Cross River,Bekwarra,30-Aug-14,2015-05,3002C,Parts,WorkDay,62880,56,High
South South,Cross River,Bekwarra,30-Aug-14,2015-05,4055T,Parts,WorkDay,192600,17,Low
South South,Cross River,Bekwarra,31-Aug-14,2015-05,3002P,Parts,WorkDay,2423760,46,Medium
South South,Cross River,Biase,6-Aug-14,2015-05,4055T,Parts,WorkDay,913560,15,Low
South South,Cross River,Biase,8-Aug-14,2015-05,3002C,Service Plan,WorkDay,3443880,13,Low
South South,Cross River,Biase,9-Aug-14,2015-05,3002C,Parts,WorkDay,36120,31,Medium
South South,Cross River,Biase,11-Aug-14,2015-05,5001C,Service Plan,WorkDay,8040,15,Low
South South,Cross River,Biase,14-Aug-14,2015-05,5001P,Service Plan,WorkDay,306720,1,Low
South South,Cross River,Biase,15-Aug-14,2015-05,3002C,Parts,WorkDay,87960,20,Low
South South,Cross River,Biase,19-Aug-14,2015-05,3002P,Service Plan,WorkDay,12007680,32,Medium
South South,Cross River,Biase,21-Aug-14,2015-05,3002C,Parts,WorkDay,40080,49,Medium
South South,Cross River,Biase,21-Aug-14,2015-05,3002P,Parts,WorkDay,1656360,35,Medium
South South,Cross River,Biase,22-Aug-14,2015-05,4500P,Service Plan,WorkDay,907320,3,Low
South South,Cross River,Biase,30-Aug-14,2015-05,2500C,Copier Sale,WorkDay,336600,2,Low
South South,Cross River,Biase,30-Aug-14,2015-05,4500C,Service Plan,WorkDay,4023360,23,Medium
South South,Cross River,Biase,31-Aug-14,2015-05,2500P,Printer Sale,WorkDay,5344440,11,Low
South West,Ekiti,Ado Ekiti,3-Aug-14,2015-05,5001P,Parts,WorkDay,655920,46,Medium
South West,Ekiti,Ado Ekiti,5-Aug-14,2015-05,3002C,Service Plan,WorkDay,309000,1,Low
South West,Ekiti,Ado Ekiti,6-Aug-14,2015-05,4500C,Service Plan,WorkDay,10157760,66,High
South West,Ekiti,Ado Ekiti,7-Aug-14,2015-05,3002P,Service Plan,WorkDay,2028600,6,Low
South West,Ekiti,Ado Ekiti,8-Aug-14,2015-05,4055T,Parts,WorkDay,1326960,34,Medium
South West,Ekiti,Ado Ekiti,9-Aug-14,2015-05,2500P,Printer Sale,WorkDay,3207600,7,Low
South West,Ekiti,Ado Ekiti,9-Aug-14,2015-05,5001C,Service Plan,WorkDay,1631760,7,Low
South West,Ekiti,Ado Ekiti,10-Aug-14,2015-05,3002P,Parts,WorkDay,862200,13,Low
South West,Ekiti,Ado Ekiti,11-Aug-14,2015-05,5001C,Parts,WorkDay,61320,25,Medium
South West,Ekiti,Ado Ekiti,20-Aug-14,2015-05,3002C,Parts,WorkDay,416280,47,Medium
South West,Ekiti,Ado Ekiti,21-Aug-14,2015-05,2500C,Copier Sale,WorkDay,2267520,7,Low
South West,Ekiti,Ado Ekiti,22-Aug-14,2015-05,3002P,Parts,WorkDay,278520,57,High
South West,Ekiti,Ado Ekiti,22-Aug-14,2015-05,5001P,Service Plan,WorkDay,12080880,42,Medium
South West,Ekiti,Ado Ekiti,26-Aug-14,2015-05,5001C,Parts,WorkDay,522000,17,Low
South West,Ekiti,Ado Ekiti,29-Aug-14,2015-05,3002C,Parts,WorkDay,637680,57,High
South West,Ekiti,Efon,2-Aug-14,2015-05,2500P,Printer Sale,WorkDay,1286760,1,Low
South West,Ekiti,Efon,4-Aug-14,2015-05,4055T,Parts,WorkDay,483000,30,Medium
South West,Ekiti,Efon,5-Aug-14,2015-05,3002C,Service Plan,WorkDay,3362400,23,Medium
South West,Ekiti,Efon,7-Aug-14,2015-05,4500C,Service Plan,WorkDay,2915280,11,Low
South West,Ekiti,Efon,10-Aug-14,2015-05,5001P,Service Plan,WorkDay,2532840,7,Low
South West,Ekiti,Efon,12-Aug-14,2015-05,3002C,Parts,WorkDay,1338240,12,Low
South West,Ekiti,Efon,21-Aug-14,2015-05,3002P,Service Plan,WorkDay,8506320,29,Medium
South West,Ekiti,Efon,23-Aug-14,2015-05,3002C,Parts,WorkDay,697320,57,High
South West,Ekiti,Efon,24-Aug-14,2015-05,5001C,Service Plan,WorkDay,663960,3,Low
South West,Ekiti,Efon,26-Aug-14,2015-05,3002P,Parts,WorkDay,1272000,26,Medium
South West,Ekiti,Efon,30-Aug-14,2015-05,2500C,Copier Sale,WorkDay,2994360,8,Low
South West,Ekiti,Efon,31-Aug-14,2015-05,3002C,Parts,WorkDay,245880,50,Medium
South West,Ekiti,Ekiti East,2-Aug-14,2015-05,2500C,Copier Sale,WorkDay,2225160,8,Low
South West,Ekiti,Ekiti East,3-Aug-14,2015-05,3002P,Parts,WorkDay,1094520,29,Medium
South West,Ekiti,Ekiti East,4-Aug-14,2015-05,3002P,Service Plan,WorkDay,5975160,20,Low
South West,Ekiti,Ekiti East,6-Aug-14,2015-05,4500C,Service Plan,WorkDay,8506080,54,High
South West,Ekiti,Ekiti East,6-Aug-14,2015-05,5001C,Service Plan,WorkDay,3758760,15,Low
South West,Ekiti,Ekiti East,7-Aug-14,2015-05,3002P,Parts,WorkDay,294840,56,High
South West,Ekiti,Ekiti East,10-Aug-14,2015-05,4055T,Parts,WorkDay,2886480,19,Low
South West,Ekiti,Ekiti East,13-Aug-14,2015-05,5001P,Parts,WorkDay,1288680,17,Low
South West,Ekiti,Ekiti East,19-Aug-14,2015-05,5001C,Parts,WorkDay,268920,18,Low
South West,Ekiti,Ekiti East,23-Aug-14,2015-05,3002C,Parts,WorkDay,598200,27,Medium
South West,Ekiti,Ekiti East,23-Aug-14,2015-05,5001P,Service Plan,WorkDay,20183400,85,High
South West,Ekiti,Ekiti East,27-Aug-14,2015-05,3002C,Service Plan,WorkDay,2273880,10,Low
South West,Ekiti,Ekiti East,28-Aug-14,2015-05,2500P,Printer Sale,WorkDay,3007200,6,Low
South West,Ekiti,Ekiti East,28-Aug-14,2015-05,5001C,Parts,WorkDay,600000,51,High
South West,Ekiti,Ekiti East,29-Aug-14,2015-05,3002C,Parts,WorkDay,142560,29,Medium
South West,Ekiti,Ekiti East,31-Aug-14,2015-05,3002C,Parts,WorkDay,2388600,25,Medium
South West,Ekiti,Ekiti South-West,2-Aug-14,2015-05,4500C,Service Plan,WorkDay,10710720,47,Medium
South West,Ekiti,Ekiti South-West,9-Aug-14,2015-05,3002P,Parts,WorkDay,3914880,32,Medium
South West,Ekiti,Ekiti South-West,11-Aug-14,2015-05,3002P,Parts,WorkDay,106800,41,Medium
South West,Ekiti,Ekiti South-West,11-Aug-14,2015-05,3002P,Service Plan,WorkDay,5641080,20,Low
South West,Ekiti,Ekiti South-West,11-Aug-14,2015-05,5001P,Service Plan,WorkDay,25849920,88,High
South West,Ekiti,Ekiti South-West,15-Aug-14,2015-05,5001C,Service Plan,WorkDay,2771280,12,Low
South West,Ekiti,Ekiti South-West,15-Aug-14,2015-05,5001P,Parts,WorkDay,864120,37,Medium
South West,Ekiti,Ekiti South-West,16-Aug-14,2015-05,3002C,Parts,WorkDay,1048200,57,High
South West,Ekiti,Ekiti South-West,16-Aug-14,2015-05,5001C,Parts,WorkDay,1685400,15,Low
South West,Ekiti,Ekiti South-West,18-Aug-14,2015-05,2500C,Copier Sale,WorkDay,3030600,9,Low
South West,Ekiti,Ekiti South-West,19-Aug-14,2015-05,3002C,Parts,WorkDay,46680,27,Medium
South West,Ekiti,Ekiti South-West,21-Aug-14,2015-05,2500P,Printer Sale,WorkDay,3742080,4,Low
South West,Ekiti,Ekiti South-West,29-Aug-14,2015-05,3002C,Service Plan,WorkDay,1325400,8,Low
South West,Ekiti,Ekiti South-West,29-Aug-14,2015-05,5001C,Parts,WorkDay,187080,60,High
South West,Ekiti,Ekiti South-West,30-Aug-14,2015-05,3002C,Parts,WorkDay,5537160,46,Medium
South West,Ekiti,Ekiti South-West,30-Aug-14,2015-05,4055T,Parts,WorkDay,556440,30,Medium
South West,Ekiti,Ekiti West,2-Aug-14,2015-05,5001P,Parts,WorkDay,190800,24,Medium
South West,Ekiti,Ekiti West,5-Aug-14,2015-05,4055T,Parts,WorkDay,1077480,51,High
South West,Ekiti,Ekiti West,9-Aug-14,2015-05,4500C,Service Plan,WorkDay,7611960,28,Medium
South West,Ekiti,Ekiti West,12-Aug-14,2015-05,2500P,Printer Sale,WorkDay,1096560,1,Low
South West,Ekiti,Ekiti West,13-Aug-14,2015-05,3002P,Parts,WorkDay,191160,28,Medium
South West,Ekiti,Ekiti West,14-Aug-14,2015-05,3002C,Parts,WorkDay,900000,35,Medium
South West,Ekiti,Ekiti West,15-Aug-14,2015-05,3002C,Service Plan,WorkDay,2073360,10,Low
South West,Ekiti,Ekiti West,16-Aug-14,2015-05,5001C,Service Plan,WorkDay,1260120,8,Low
South West,Ekiti,Ekiti West,18-Aug-14,2015-05,5001C,Parts,WorkDay,3116880,36,Medium
South West,Ekiti,Ekiti West,19-Aug-14,2015-05,2500C,Copier Sale,WorkDay,2339280,6,Low
South West,Ekiti,Ekiti West,19-Aug-14,2015-05,3002P,Parts,WorkDay,1368000,57,High
South West,Ekiti,Ekiti West,21-Aug-14,2015-05,3002P,Service Plan,WorkDay,2682840,6,Low
South West,Ekiti,Ekiti West,24-Aug-14,2015-05,3002C,Parts,WorkDay,345120,51,High
South West,Ekiti,Ekiti West,31-Aug-14,2015-05,5001P,Service Plan,WorkDay,14759640,45,Medium
South West,Ekiti,Emure,2-Aug-14,2015-05,3002C,Parts,WorkDay,59760,22,Medium
South West,Ekiti,Emure,3-Aug-14,2015-05,3002C,Parts,WorkDay,44640,31,Medium
South West,Ekiti,Emure,6-Aug-14,2015-05,4500C,Service Plan,WorkDay,9358800,33,Medium
South West,Ekiti,Emure,8-Aug-14,2015-05,3002C,Service Plan,WorkDay,3243840,16,Low
South West,Ekiti,Emure,8-Aug-14,2015-05,5001C,Service Plan,WorkDay,725160,5,Low
South West,Ekiti,Emure,9-Aug-14,2015-05,3002C,Parts,WorkDay,2844000,21,Medium
South West,Ekiti,Emure,13-Aug-14,2015-05,3002P,Parts,WorkDay,3285480,37,Medium
South West,Ekiti,Emure,13-Aug-14,2015-05,4055T,Parts,WorkDay,591720,52,High
South West,Ekiti,Emure,13-Aug-14,2015-05,5001P,Service Plan,WorkDay,4138800,12,Low
South West,Ekiti,Emure,16-Aug-14,2015-05,2500P,Printer Sale,WorkDay,3684960,5,Low
South West,Ekiti,Emure,18-Aug-14,2015-05,3002P,Service Plan,WorkDay,19770000,80,High
South West,Ekiti,Emure,21-Aug-14,2015-05,2500C,Copier Sale,WorkDay,2995680,11,Low
South West,Ekiti,Emure,25-Aug-14,2015-05,3002P,Parts,WorkDay,122760,47,Medium
South West,Ekiti,Emure,27-Aug-14,2015-05,5001C,Parts,WorkDay,22560,25,Medium
South West,Ekiti,Emure,30-Aug-14,2015-05,5001C,Parts,WorkDay,8486400,39,Medium
South West,Ekiti,Gbonyin,5-Aug-14,2015-05,5001C,Parts,WorkDay,221280,50,Medium
South West,Ekiti,Gbonyin,6-Aug-14,2015-05,3002C,Parts,WorkDay,193200,51,High
South West,Ekiti,Gbonyin,6-Aug-14,2015-05,5001C,Parts,WorkDay,1270560,41,Medium
South West,Ekiti,Gbonyin,12-Aug-14,2015-05,4055T,Parts,WorkDay,432360,46,Medium
South West,Ekiti,Gbonyin,15-Aug-14,2015-05,5001C,Service Plan,WorkDay,1466040,7,Low
South West,Ekiti,Gbonyin,20-Aug-14,2015-05,2500P,Printer Sale,WorkDay,1935840,3,Low
South West,Ekiti,Gbonyin,21-Aug-14,2015-05,4500C,Service Plan,WorkDay,5813880,23,Medium
South West,Ekiti,Gbonyin,23-Aug-14,2015-05,2500C,Copier Sale,WorkDay,1754520,5,Low
South West,Ekiti,Gbonyin,25-Aug-14,2015-05,3002C,Service Plan,WorkDay,2033760,12,Low
South West,Ekiti,Gbonyin,26-Aug-14,2015-05,3002P,Parts,WorkDay,1558200,53,High
South West,Ekiti,Gbonyin,28-Aug-14,2015-05,3002C,Parts,WorkDay,189000,23,Medium
South West,Ekiti,Gbonyin,29-Aug-14,2015-05,3002C,Parts,WorkDay,107040,19,Low
South West,Ekiti,Gbonyin,30-Aug-14,2015-05,3002P,Service Plan,WorkDay,4484400,19,Low
South West,Ekiti,Gbonyin,30-Aug-14,2015-05,5001P,Service Plan,WorkDay,12342240,40,Medium
South West,Ogun,Abeokuta North,2-Aug-14,2015-05,5001P,Service Plan,WorkDay,1049400,3,Low
South West,Ogun,Abeokuta North,5-Aug-14,2015-05,5001C,Service Plan,WorkDay,155400,2,Low
South West,Ogun,Abeokuta North,9-Aug-14,2015-05,2500C,Copier Sale,WorkDay,720000,1,Low
South West,Ogun,Abeokuta North,9-Aug-14,2015-05,5001C,Parts,WorkDay,797400,30,Medium
South West,Ogun,Abeokuta North,14-Aug-14,2015-05,4500C,Service Plan,WorkDay,3939720,22,Medium
South West,Ogun,Abeokuta North,15-Aug-14,2015-05,3002C,Parts,WorkDay,38520,57,High
South West,Ogun,Abeokuta North,15-Aug-14,2015-05,3002P,Parts,WorkDay,1609080,27,Medium
South West,Ogun,Abeokuta North,16-Aug-14,2015-05,2500P,Printer Sale,WorkDay,1351560,4,Low
South West,Ogun,Abeokuta North,18-Aug-14,2015-05,3002C,Service Plan,WorkDay,1679040,9,Low
South West,Ogun,Abeokuta North,20-Aug-14,2015-05,3002P,Parts,WorkDay,181080,60,High
South West,Ogun,Abeokuta North,22-Aug-14,2015-05,4055T,Parts,WorkDay,250920,58,High
South West,Ogun,Abeokuta North,30-Aug-14,2015-05,3002P,Service Plan,WorkDay,9179280,32,Medium
South West,Ogun,Abeokuta South,2-Aug-14,2015-05,5001P,Parts,WorkDay,147600,23,Medium
South West,Ogun,Abeokuta South,3-Aug-14,2015-05,3002P,Parts,WorkDay,808800,13,Low
South West,Ogun,Abeokuta South,7-Aug-14,2015-05,3002P,Parts,WorkDay,1538400,58,High
South West,Ogun,Abeokuta South,8-Aug-14,2015-05,4055T,Parts,WorkDay,915720,53,High
South West,Ogun,Abeokuta South,9-Aug-14,2015-05,3002C,Service Plan,WorkDay,2417160,15,Low
South West,Ogun,Abeokuta South,9-Aug-14,2015-05,5001C,Service Plan,WorkDay,589320,4,Low
South West,Ogun,Abeokuta South,14-Aug-14,2015-05,5001P,Service Plan,WorkDay,2368920,11,Low
South West,Ogun,Abeokuta South,16-Aug-14,2015-05,2500P,Printer Sale,WorkDay,3572760,5,Low
South West,Ogun,Abeokuta South,18-Aug-14,2015-05,3002C,Parts,WorkDay,185160,53,High
South West,Ogun,Abeokuta South,19-Aug-14,2015-05,2500C,Copier Sale,WorkDay,2173200,7,Low
South West,Ogun,Abeokuta South,23-Aug-14,2015-05,3002P,Service Plan,WorkDay,9659400,37,Medium
South West,Ogun,Abeokuta South,26-Aug-14,2015-05,4500C,Service Plan,WorkDay,17083680,61,High
South West,Ogun,Abeokuta South,29-Aug-14,2015-05,3002C,Parts,WorkDay,14880,32,Medium
South West,Ogun,Ado-Odo/Ota,1-Aug-14,2015-05,4500C,Service Plan,WorkDay,11863560,65,High
South West,Ogun,Ado-Odo/Ota,1-Aug-14,2015-05,5001C,Parts,WorkDay,78240,45,Medium
South West,Ogun,Ado-Odo/Ota,4-Aug-14,2015-05,3002C,Parts,WorkDay,331200,54,High
South West,Ogun,Ado-Odo/Ota,9-Aug-14,2015-05,2500P,Printer Sale,WorkDay,3828120,8,Low
South West,Ogun,Ado-Odo/Ota,11-Aug-14,2015-05,5001P,Parts,WorkDay,543600,54,High
South West,Ogun,Ado-Odo/Ota,12-Aug-14,2015-05,3002C,Parts,WorkDay,133920,52,High
South West,Ogun,Ado-Odo/Ota,15-Aug-14,2015-05,3002C,Parts,WorkDay,586200,23,Medium
South West,Ogun,Ado-Odo/Ota,16-Aug-14,2015-05,3002P,Parts,WorkDay,761880,20,Low
South West,Ogun,Ado-Odo/Ota,16-Aug-14,2015-05,4055T,Parts,WorkDay,453960,13,Low
South West,Ogun,Ado-Odo/Ota,16-Aug-14,2015-05,5001P,Service Plan,WorkDay,5675760,18,Low
South West,Ogun,Ado-Odo/Ota,18-Aug-14,2015-05,3002C,Service Plan,WorkDay,4519560,18,Low
South West,Ogun,Ado-Odo/Ota,19-Aug-14,2015-05,5001C,Parts,WorkDay,5640,27,Medium
South West,Ogun,Ado-Odo/Ota,19-Aug-14,2015-05,5001C,Service Plan,WorkDay,967200,5,Low
South West,Ogun,Ado-Odo/Ota,21-Aug-14,2015-05,2500C,Copier Sale,WorkDay,2732400,8,Low
South West,Ogun,Ado-Odo/Ota,23-Aug-14,2015-05,3002P,Service Plan,WorkDay,22187760,81,High
South West,Ogun,Ado-Odo/Ota,26-Aug-14,2015-05,3002P,Parts,WorkDay,2038800,59,High
South West,Ondo,Akoko North-East,1-Aug-14,2015-05,2500P,Printer Sale,WorkDay,3968640,8,Low
South West,Ondo,Akoko North-East,3-Aug-14,2015-05,4055T,Parts,WorkDay,244560,43,Medium
South West,Ondo,Akoko North-East,4-Aug-14,2015-05,4500C,Service Plan,WorkDay,7685640,38,Medium
South West,Ondo,Akoko North-East,8-Aug-14,2015-05,2500C,Copier Sale,WorkDay,2400000,7,Low
South West,Ondo,Akoko North-East,9-Aug-14,2015-05,5001C,Service Plan,WorkDay,154680,2,Low
South West,Ondo,Akoko North-East,14-Aug-14,2015-05,3002P,Parts,WorkDay,2251200,27,Medium
South West,Ondo,Akoko North-East,16-Aug-14,2015-05,3002C,Parts,WorkDay,125760,14,Low
South West,Ondo,Akoko North-East,17-Aug-14,2015-05,5001P,Parts,WorkDay,208800,11,Low
South West,Ondo,Akoko North-East,23-Aug-14,2015-05,3002P,Parts,WorkDay,59400,45,Medium
South West,Ondo,Akoko North-East,24-Aug-14,2015-05,3002P,Service Plan,WorkDay,10089360,35,Medium
South West,Ondo,Akoko North-East,26-Aug-14,2015-05,5001P,Service Plan,WorkDay,1197960,5,Low
South West,Ondo,Akoko North-East,28-Aug-14,2015-05,3002C,Service Plan,WorkDay,3145200,13,Low
South West,Ondo,Akoko North-East,30-Aug-14,2015-05,5001C,Parts,WorkDay,20400,50,Medium
South West,Ondo,Akoko North-West,2-Aug-14,2015-05,2500P,Printer Sale,WorkDay,3828720,4,Low
South West,Ondo,Akoko North-West,3-Aug-14,2015-05,5001C,Service Plan,WorkDay,142080,51,High
South West,Ondo,Akoko North-West,5-Aug-14,2015-05,3002P,Parts,WorkDay,1999200,16,Low
South West,Ondo,Akoko North-West,8-Aug-14,2015-05,3002P,Parts,WorkDay,448200,40,Medium
South West,Ondo,Akoko North-West,10-Aug-14,2015-05,3002C,Parts,WorkDay,7080,43,Medium
South West,Ondo,Akoko North-West,12-Aug-14,2015-05,3002C,Parts,WorkDay,7200,18,Low
South West,Ondo,Akoko North-West,14-Aug-14,2015-05,5001P,Service Plan,WorkDay,1775520,7,Low
South West,Ondo,Akoko North-West,18-Aug-14,2015-05,3002P,Service Plan,WorkDay,9440880,43,Medium
South West,Ondo,Akoko North-West,18-Aug-14,2015-05,4500C,Service Plan,WorkDay,9729240,61,High
South West,Ondo,Akoko North-West,19-Aug-14,2015-05,3002C,Service Plan,WorkDay,2426520,8,Low
South West,Ondo,Akoko North-West,20-Aug-14,2015-05,4055T,Parts,WorkDay,861240,30,Medium
South West,Ondo,Akoko North-West,24-Aug-14,2015-05,2500C,Copier Sale,WorkDay,2181840,6,Low
South West,Ondo,Akoko North-West,25-Aug-14,2015-05,3002C,Parts,WorkDay,69240,22,Medium
South West,Ondo,Akoko North-West,26-Aug-14,2015-05,5001C,Parts,WorkDay,55920,48,Medium
South West,Ondo,Akoko North-West,28-Aug-14,2015-05,5001P,Parts,WorkDay,93720,60,High
South West,Ondo,Akoko South-East,4-Aug-14,2015-05,5001C,Parts,WorkDay,56400,58,High
South West,Ondo,Akoko South-East,8-Aug-14,2015-05,4055T,Parts,WorkDay,2321880,17,Low
South West,Ondo,Akoko South-East,9-Aug-14,2015-05,3002C,Parts,WorkDay,71160,31,Medium
South West,Ondo,Akoko South-East,10-Aug-14,2015-05,2500P,Printer Sale,WorkDay,3191880,5,Low
South West,Ondo,Akoko South-East,12-Aug-14,2015-05,5001P,Parts,WorkDay,148200,44,Medium
South West,Ondo,Akoko South-East,13-Aug-14,2015-05,4500C,Service Plan,WorkDay,6108000,24,Medium
South West,Ondo,Akoko South-East,16-Aug-14,2015-05,2500C,Copier Sale,WorkDay,2421000,7,Low
South West,Ondo,Akoko South-East,18-Aug-14,2015-05,3002P,Parts,WorkDay,256560,58,High
South West,Ondo,Akoko South-East,18-Aug-14,2015-05,3002P,Service Plan,WorkDay,10019880,38,Medium
South West,Ondo,Akoko South-East,19-Aug-14,2015-05,3002C,Service Plan,WorkDay,2004240,12,Low
South West,Ondo,Akoko South-East,20-Aug-14,2015-05,5001P,Service Plan,WorkDay,1032240,3,Low
South West,Ondo,Akoko South-East,21-Aug-14,2015-05,3002C,Parts,WorkDay,59520,51,High
South West,Ondo,Akoko South-East,24-Aug-14,2015-05,3002P,Parts,WorkDay,1104840,17,Low
South West,Ondo,Akoko South-East,26-Aug-14,2015-05,5001C,Service Plan,WorkDay,258600,2,Low
South West,Ondo,Akoko South-West,2-Aug-14,2015-05,3002P,Parts,WorkDay,1800360,17,Low
South West,Ondo,Akoko South-West,5-Aug-14,2015-05,2500C,Copier Sale,WorkDay,5699400,15,Low
South West,Ondo,Akoko South-West,5-Aug-14,2015-05,3002C,Service Plan,WorkDay,2085720,8,Low
South West,Ondo,Akoko South-West,5-Aug-14,2015-05,3002P,Parts,WorkDay,102840,14,Low
South West,Ondo,Akoko South-West,7-Aug-14,2015-05,4500P,Service Plan,WorkDay,313200,2,Low
South West,Ondo,Akoko South-West,8-Aug-14,2015-05,3002C,Parts,WorkDay,33480,28,Medium
South West,Ondo,Akoko South-West,10-Aug-14,2015-05,3002C,Parts,WorkDay,25080,11,Low
South West,Ondo,Akoko South-West,10-Aug-14,2015-05,5001P,Parts,WorkDay,223080,39,Medium
South West,Ondo,Akoko South-West,11-Aug-14,2015-05,5001C,Parts,WorkDay,11280,36,Medium
South West,Ondo,Akoko South-West,12-Aug-14,2015-05,3002P,Service Plan,WorkDay,8852040,25,Medium
South West,Ondo,Akoko South-West,13-Aug-14,2015-05,4500C,Service Plan,WorkDay,9963720,36,Medium
South West,Ondo,Akoko South-West,18-Aug-14,2015-05,5001C,Service Plan,WorkDay,149400,2,Low
South West,Ondo,Akoko South-West,20-Aug-14,2015-05,4055T,Parts,WorkDay,869160,56,High
South West,Ondo,Akoko South-West,24-Aug-14,2015-05,2500P,Printer Sale,WorkDay,5823000,9,Low
South West,Ondo,Akoko South-West,31-Aug-14,2015-05,5001P,Service Plan,WorkDay,1083240,3,Low
South West,Ondo,Akure North,2-Aug-14,2015-05,3002C,Service Plan,WorkDay,3521640,16,Low
South West,Ondo,Akure North,5-Aug-14,2015-05,3002P,Parts,WorkDay,68160,31,Medium
South West,Ondo,Akure North,7-Aug-14,2015-05,3002C,Parts,WorkDay,78360,46,Medium
South West,Ondo,Akure North,7-Aug-14,2015-05,5001C,Service Plan,WorkDay,300360,2,Low
South West,Ondo,Akure North,15-Aug-14,2015-05,3002C,Parts,WorkDay,57120,10,Low
South West,Ondo,Akure North,16-Aug-14,2015-05,3002C,Parts,WorkDay,58680,49,Medium
South West,Ondo,Akure North,17-Aug-14,2015-05,3002P,Service Plan,WorkDay,12631800,37,Medium
South West,Ondo,Akure North,19-Aug-14,2015-05,2500C,Copier Sale,WorkDay,4179360,12,Low
South West,Ondo,Akure North,20-Aug-14,2015-05,5001P,Parts,WorkDay,59880,58,High
South West,Ondo,Akure North,21-Aug-14,2015-05,3002P,Parts,WorkDay,3660480,14,Low
South West,Ondo,Akure North,23-Aug-14,2015-05,5001C,Parts,WorkDay,141360,57,High
South West,Ondo,Akure North,25-Aug-14,2015-05,4055T,Parts,WorkDay,489600,49,Medium
South West,Ondo,Akure North,26-Aug-14,2015-05,2500P,Printer Sale,WorkDay,6253440,13,Low
South West,Ondo,Akure North,26-Aug-14,2015-05,4500C,Service Plan,WorkDay,12980280,85,High
South West,Ondo,Akure North,30-Aug-14,2015-05,5001P,Service Plan,WorkDay,1811640,4,Low
South West,Ondo,Akure South,5-Aug-14,2015-05,2500C,Copier Sale,WorkDay,2417880,6,Low
South West,Ondo,Akure South,6-Aug-14,2015-05,3002C,Parts,WorkDay,75480,41,Medium
South West,Ondo,Akure South,10-Aug-14,2015-05,3002P,Service Plan,WorkDay,6952680,21,Medium
South West,Ondo,Akure South,11-Aug-14,2015-05,4500C,Service Plan,WorkDay,5539800,22,Medium
South West,Ondo,Akure South,12-Aug-14,2015-05,5001P,Service Plan,WorkDay,1690440,6,Low
South West,Ondo,Akure South,18-Aug-14,2015-05,5001P,Parts,WorkDay,720,36,Medium
South West,Ondo,Akure South,19-Aug-14,2015-05,3002C,Service Plan,WorkDay,1817520,11,Low
South West,Ondo,Akure South,20-Aug-14,2015-05,2500P,Printer Sale,WorkDay,3991320,6,Low
South West,Ondo,Akure South,20-Aug-14,2015-05,5001C,Parts,WorkDay,5640,27,Medium
